OrderType,OrderItemName,Quantity,Price,ShipmentAddress,ZipCode
E,Orange Brandy,20,9.49,Ap #950-5648 Mi Av.,27342
E,Cake Batter,68,2.47,8080 Hendrerit. Street,7603
E,Raspberry Ginger Ale,79,5.65,3565 Molestie Rd.,95368
E,Vanilla Cream,188,4.55,Ap #331-2444 Eget Rd.,35331-730
E,Lemon Custard,42,3.53,808-8375 Massa St.,97-503
E,Carmel Apple,53,8.59,386-4271 Ac Av.,6614
E,Lemon Custard,10,7.69,"P.O. Box 585, 8865 Parturient Av.",63447
E,Pumpkin,140,7.03,648 Eu Rd.,044480
E,Butter,23,0.24,"8269 Nec, St.",33732
E,Rock and Rye,139,6.30,"Ap #898-9810 Leo, St.",X71 8AV
E,Cheesecake,64,8.13,Ap #500-7058 Cras Ave,78516-729
E,Cranberry,192,1.89,Ap #651-4778 Tincidunt Ave,51061
E,Acai Berry,185,6.97,"8780 Pede, Road",2601
E,Tangerine,22,1.85,4679 Arcu Street,04022
E,Rum,97,4.34,Ap #531-151 Metus Avenue,64-207
E,Plum,163,2.34,Ap #526-2527 Ipsum Rd.,407296
E,Horchata,50,9.44,Ap #141-2070 Cursus St.,15705
E,Lemon Bar,94,2.31,"P.O. Box 742, 7769 Placerat, Road",86377
E,Doughnut,68,8.40,161-7158 Auctor Ave,31-428
E,Huckleberry,128,6.40,332-8209 Mollis. St.,PK7 5JP
E,Papaya,49,3.78,"P.O. Box 724, 1076 In Road",40028
E,Rock and Rye,68,6.33,Ap #765-7063 Nunc Street,5234 LO
E,Cinnamon,141,4.95,232-1222 Placerat Road,9764
E,Orange Brandy,127,4.37,"P.O. Box 687, 6935 Mauris Road",MO13 2CE
E,Ginger Beer,17,3.98,"P.O. Box 733, 7959 Nec Avenue",171710
E,Toasted Coconut,181,9.76,4559 Vitae Rd.,25213
E,Orange Brandy,165,6.92,Ap #654-1752 Ante Avenue,144433
E,Pistachio,182,0.02,411-2403 Id Street,2031
E,Cream Soda,164,2.73,Ap #948-678 Mauris St.,994866
E,Smoke,18,3.74,324-2458 Purus. St.,C8 3RK
E,Cola,115,0.03,963-7591 Diam. Avenue,G6S 2N0
E,Tonic,92,1.27,"P.O. Box 154, 9137 Rutrum St.",60254
E,Almond,35,3.40,457-9782 Ac Street,70200
E,Tutti Frutti,89,8.30,789-3293 Pretium Road,92678
E,Candy Corn,103,1.60,"P.O. Box 618, 9042 Blandit St.",23204
E,Raspberry,59,7.88,5689 Sit Road,8389
E,Tonic,48,2.48,"P.O. Box 252, 9899 Interdum Av.",C1N 5S6
E,Marshmallow,124,4.76,Ap #563-2209 Malesuada St.,86003
E,Pumpkin Pie,88,1.95,Ap #865-7425 Fringilla Road,942579
E,Lemon Custard,49,5.49,7540 Mi. St.,6612
E,Maple,107,6.16,"Ap #400-732 Lacus, Rd.",1576
E,Birch Beer,22,5.22,Ap #941-8318 Fusce St.,6756
E,Wintergreen,134,1.89,"P.O. Box 547, 9773 Risus. Rd.",62480
E,Pomegranate,90,8.70,"9087 At, Rd.",83260
E,Tequila,20,0.24,415-2575 Integer Road,42913
E,Maple,161,8.51,843-4526 Risus. St.,88834
E,Orange Mandarin,44,1.14,"5168 Ullamcorper, Av.",47427
E,Bavarian Cream,184,3.22,1009 Massa. Ave,30011-393
E,Cherry Cream Spice,117,0.04,"P.O. Box 903, 3926 Enim St.",16480
E,Rum,91,9.16,125 Dolor. Avenue,9093 ZN
E,Ginger Lime,171,1.30,Ap #299-9813 Lectus St.,961776
E,Eucalyptus,196,2.86,687-3582 Pharetra Rd.,238512
E,Eucalyptus,70,6.09,"P.O. Box 566, 7431 Laoreet, St.",75365
E,Marshmallow,198,9.94,4853 Amet Avenue,689721
E,Coffee,95,6.09,"P.O. Box 397, 8218 Molestie Street",4459
E,Pecan,137,3.30,"P.O. Box 852, 937 Commodo Rd.",50716
E,Peanut,46,4.26,7462 Ultrices. St.,61610
E,Pineapple,60,4.10,818-4291 In St.,8618
E,Acai Berry,158,3.48,234-8149 Arcu St.,R5A 6B7
E,Cranberry,89,8.83,"6056 Ornare, Avenue",F05 6OQ
E,Raspberry Ginger Ale,100,0.22,Ap #201-4901 In St.,7357
E,Peanut,108,7.55,781-8490 Magna St.,2485 GW
E,Pineapple,83,6.70,Ap #666-7479 Mi. Avenue,5362
E,Mango,137,9.90,"P.O. Box 966, 3911 Neque Road",5767
E,Melon,142,2.97,"8444 Vel, St.",74272
E,Cranberry,117,3.75,Ap #100-1020 Sollicitudin Ave,390568
E,Pineapple,56,3.95,168-2826 Ipsum Road,668607
E,Pear,79,9.79,Ap #751-3914 Cum Rd.,69459
E,Melon,31,5.84,Ap #968-5000 Pellentesque Road,L4F 8GM
E,Peach,39,6.72,6613 Ornare. Avenue,2403
E,Apricot,82,5.17,343-3391 Enim Rd.,62164
E,Mojito,129,6.78,Ap #408-9586 Blandit. Avenue,21946-597
E,Kettle Corn,18,0.01,7673 Risus. Street,5854 HL
E,Blueberry,169,8.50,"P.O. Box 709, 8954 Aliquam Av.",ZK8O 5LH
E,Ginger Beer,160,1.35,Ap #942-7828 Ullamcorper Rd.,9180 IH
E,Egg Nog,149,9.54,Ap #200-380 Semper Av.,R9G 7X9
E,Eucalyptus,17,9.89,"P.O. Box 876, 7346 Tincidunt, Road",61908
E,Mojito,102,1.83,"P.O. Box 136, 496 Fringilla, Av.",4947
E,Elderberry,112,3.66,"P.O. Box 621, 307 Ipsum Road",50005
E,Bacon,126,5.56,Ap #177-5009 In Rd.,61482
E,Bubble Gum,75,7.80,"P.O. Box 541, 4002 Sit St.",85048
E,White Chocolate,49,9.40,"Ap #244-5523 Mauris, Av.",BB5D 9XZ
E,Bourbon,134,6.71,Ap #746-5011 Cum St.,10700
E,Honey,53,0.37,"P.O. Box 486, 9278 Aliquam Avenue",1396 WM
E,Mojito,166,8.69,Ap #902-4366 Accumsan Ave,49243
E,Watermelon,126,5.55,"P.O. Box 683, 2204 Sed Avenue",YK5J 3ZB
E,Melon Kiwi,169,3.92,Ap #196-7553 Suspendisse Av.,46400-067
E,Butter Pecan,12,0.31,577-1087 Ultrices. Avenue,CO9Y 9EC
E,Fruit Punch,85,8.75,"P.O. Box 613, 254 Phasellus Avenue",118935
E,Fuzzy Navel,65,4.87,"P.O. Box 865, 3874 Pulvinar Rd.",FE2 6WZ
E,Orange Mandarin,32,6.45,315-7035 Pede. Rd.,6065
E,Cinnamon,19,4.91,9309 Nunc. Rd.,C6G 2K8
E,Plum,88,0.92,"P.O. Box 312, 1816 Vestibulum Rd.",65304
E,Kettle Corn,184,7.26,"P.O. Box 936, 1881 Dolor St.",46477
E,Ginger Lime,53,7.76,"P.O. Box 925, 802 Dui Av.",11733-630
E,Peanut,182,5.39,Ap #479-6449 Nisi. Road,61706
E,Kettle Corn,153,2.28,Ap #587-3717 Et St.,48150
E,Vanilla Cream,75,2.70,2659 Et Av.,5256
E,White Chocolate,63,4.30,"P.O. Box 923, 8978 Ornare Street",95399
E,Vanilla,103,2.92,102-1455 Magna. St.,71714
E,Toasted Coconut,61,4.43,"389-5461 Erat, St.",4457
E,Butter Milk,59,0.54,1035 Tellus. St.,726689
E,Cinnamon,127,3.29,"P.O. Box 734, 2598 Ac St.",103966
E,Plantation Punch,120,9.75,Ap #575-7292 Proin Rd.,9103
E,Prickly Pear,11,8.81,8719 Nec Rd.,7876
E,Macadamia Nut,136,8.59,"P.O. Box 432, 2695 Turpis Street",0306 CI
E,Orange Mango,37,7.30,"Ap #422-7075 Orci, Avenue",99896
E,Ginger Ale,54,9.61,"P.O. Box 168, 8988 Mauris St.",W7 6YQ
E,Whipped Cream,156,5.44,8718 Lacus. Rd.,722845
E,Passion Fruit,143,4.35,805-4057 Sed Avenue,17104
E,Chocolate,10,2.68,Ap #846-2237 Elit. Rd.,27049-852
E,Chocolate Mint,100,3.27,"P.O. Box 309, 3351 Vel, Av.",23088
E,Blueberry,36,1.62,Ap #776-9951 Tincidunt St.,27509
E,Blue Raspberry,76,7.33,"P.O. Box 546, 6812 Sem Ave",178368
E,Bubble Gum,11,9.62,Ap #286-7181 Venenatis St.,109588
E,Quinine,190,2.24,1952 Neque. Av.,18-660
E,Apricot,19,6.68,Ap #403-9651 Phasellus Rd.,943982
E,Toasted Coconut,191,3.44,Ap #690-8350 Malesuada Rd.,355044
E,Orange Mandarin,36,9.98,"9810 Ante, Rd.",01025
E,Butter Pecan,17,4.08,Ap #147-2407 Sem Rd.,78517-542
E,Bourbon,99,6.48,"P.O. Box 371, 505 Praesent Street",88713
E,Strawberry,121,5.66,3802 Lacus Rd.,65814
E,Vanilla Cream,138,9.03,"P.O. Box 305, 6823 Pharetra St.",7179
E,Tart Lemon,143,3.68,329-2476 Ut Ave,25113
E,Whipped Cream,23,1.10,4130 Auctor Rd.,89-977
E,Grape,168,8.19,979-3052 Sem. Rd.,61641
E,Wintergreen,13,0.00,Ap #804-8487 Consectetuer Ave,40659
E,Lemon Lime,168,8.40,Ap #613-8133 Natoque Ave,74542
E,Wild Cherry Cream,196,8.57,"P.O. Box 716, 3262 Morbi Avenue",8298
E,Fruit Punch,148,4.98,271-5340 Nulla. Street,H3M 3R8
E,Pear,74,7.34,9040 Eu Avenue,435369
E,Lemon Custard,42,5.38,6663 Et Rd.,A1H 8G8
E,Margarita,36,8.36,Ap #522-7952 Nunc Avenue,5070
E,Vanilla Cream,49,6.16,1274 Tempus Rd.,B4K 6N7
E,Cinnamon Roll,185,4.83,5266 Neque Avenue,51221-687
E,Strawberry Kiwi,149,5.49,513 Sed Road,36-170
E,Hazelnut,153,9.28,Ap #406-4499 Arcu. St.,516462
E,Lemon Lime,41,7.00,"P.O. Box 380, 5959 Ridiculus St.",9165
E,Pina Colada,121,4.34,4274 Eu Rd.,J8M 3N7
E,Lemon Custard,80,1.91,Ap #615-4436 Praesent St.,V5G 9L1
E,Berry Cola,177,5.35,5617 Adipiscing Rd.,UM8 0BQ
E,Orange Brandy,130,2.63,"P.O. Box 663, 5977 Pede Av.",9735
E,Lemon Bar,31,0.31,3893 Fringilla Av.,24479
E,Horchata,100,5.53,"622-7390 Est, Ave",8759
E,Wild Cherry Cream,153,2.29,5784 Blandit Ave,38294
E,Maple,78,4.41,5589 In Avenue,74440
E,Nutmeg,128,3.29,Ap #327-4220 Phasellus Ave,1032 US
E,Hazelnut,134,3.36,"8918 Elit, St.",44211
E,Irish Cream,30,7.42,811-4751 Porttitor St.,90012
E,Grapefruit,93,7.92,659-6483 Lobortis St.,K62 3BU
E,Banana,198,9.88,Ap #528-5598 Id Rd.,K5R 3H8
E,Butterscotch,39,2.29,Ap #654-1903 Purus Street,10602
E,Carrot Cake,58,4.53,1128 Ultricies Rd.,7370
E,Coconut,184,5.87,5855 Curabitur St.,43258
E,Chocolate Mint,36,9.53,"784-4494 Convallis, Avenue",0148 IQ
E,Marshmallow,65,8.46,"P.O. Box 472, 9543 Eu Rd.",5250
E,Mango Orange Pineapple,137,6.58,"P.O. Box 670, 4020 Primis St.",5830
E,Sarsaparilla,133,5.19,"P.O. Box 808, 1157 Quam. St.",41211
E,Peppermint,81,2.36,4114 Imperdiet Av.,69833
E,Acai Berry,108,9.09,469-6210 Eu Rd.,2222
E,Melon Kiwi,104,2.85,7184 Lobortis Ave,03352
E,Apricot,118,1.99,2455 Eu Street,850944
E,Blueberry,162,0.33,681-8601 Nunc Avenue,3406
E,Lemonade,122,9.92,Ap #301-1910 Augue Street,33940
E,Cherry,172,5.20,"P.O. Box 467, 3654 Molestie Ave",43159
E,Cookie Dough,106,6.64,Ap #204-7907 Non Rd.,651799
E,Punch,16,2.15,"P.O. Box 881, 1587 Mollis. Rd.",842347
E,Butter Milk,95,5.20,"557-2393 Nec, Av.",63658
E,Carrot Cake,165,6.97,144-5209 Libero. Ave,3152
E,Egg Nog,101,3.45,"P.O. Box 381, 5146 Id, Rd.",17264
E,Grapefruit,79,4.33,Ap #964-7232 Nisi St.,97515
E,Lemon,64,5.68,"P.O. Box 169, 2135 Porttitor Rd.",50-259
E,Lemon,30,4.79,2320 Urna Road,1003
E,Almond,67,5.75,499-7950 Pede. St.,5713
E,Pineapple,124,4.46,Ap #528-3178 Posuere Street,78543
E,Tart Lemon,106,4.60,"606-5793 Tincidunt, Road",12683
E,Orange Pineapple,200,5.05,"P.O. Box 294, 4993 Odio Rd.",R2M 0L0
E,Kiwi,31,6.14,"P.O. Box 128, 887 Vel, Ave",96901
E,Creme de Menthe,23,1.51,676-6530 Fringilla Rd.,S2P 0L5
E,Pomegranate,124,8.90,"P.O. Box 675, 4520 Tristique Ave",76947
E,Key Lime,101,1.19,"P.O. Box 578, 3911 Imperdiet Rd.",20514
E,Bourbon,11,3.46,Ap #572-4695 Lorem St.,7342
E,Carrot Cake,131,9.16,"P.O. Box 126, 3866 Sed Road",35092
E,Pecan,50,8.95,Ap #515-3084 Quam St.,50711
E,Ginger Ale,125,5.99,7455 Morbi Road,578848
E,Fuzzy Navel,196,3.34,"Ap #595-1170 Lorem, Rd.",41909
E,Coffee,16,2.65,"P.O. Box 340, 5145 Nulla. Rd.",42705
E,Papaya,139,0.68,484-5584 Habitant Rd.,1405
E,Almond,184,7.94,514-6546 Donec St.,1608
E,Grapefruit,69,5.03,636 Arcu. Road,1150
E,Eucalyptus,39,3.17,"P.O. Box 678, 1692 Fringilla Street",2062
E,Black Currant,164,8.57,"P.O. Box 706, 5691 Elit. Av.",84844
E,Maple,19,2.43,5158 Eu Street,5076
E,Toffee,140,7.11,"P.O. Box 665, 2244 Suscipit Ave",1469 FT
E,Bourbon,196,4.14,Ap #555-8008 Egestas. Rd.,2867
E,Mocha Irish Cream,87,5.95,164-4328 Erat Road,4273 FT
E,Passion Fruit,45,7.78,"P.O. Box 507, 3757 Nam St.",N7Z 8N8
E,Bourbon,160,4.68,7987 Diam Avenue,47781
E,Orange Mango,21,2.56,2778 Ante. Ave,8550
E,Lemon,32,9.91,"P.O. Box 266, 2749 Lectus. Street",96673
E,Candy Corn,170,5.10,653-9898 Neque. Av.,6958
E,Coconut,53,4.64,"P.O. Box 924, 8573 Ac Avenue",0993 GC
E,Spearmint,137,9.83,7293 Cursus Street,10812
E,Mojito,102,7.37,Ap #253-6584 Aliquet Rd.,639050
E,Coffee,127,0.99,Ap #849-6582 Ut Rd.,97533
E,Black Cherry,25,3.09,869 Varius Av.,98-726
E,Margarita,60,9.80,Ap #192-954 Donec Ave,K3Z 3S8
E,Raspberry,153,4.72,Ap #804-5597 Ipsum. St.,64-596
E,Flan,137,5.97,5464 Neque Rd.,97751-455
E,Smoke,49,1.73,4421 Ac Street,091236
E,Sour,72,5.16,369-5988 Integer Avenue,78061
E,Hazelnut,21,8.31,602-6746 Cursus Rd.,59140
E,Eucalyptus,193,6.26,142-8683 Duis Av.,86668
E,Plantation Punch,21,6.86,5914 Tempor Ave,63587
E,Cheesecake,86,9.89,210-843 Eu Avenue,226657
E,Pina Colada,72,9.11,"P.O. Box 638, 9206 Interdum. Avenue",37815
E,Sarsaparilla,90,0.60,"P.O. Box 783, 6939 Malesuada Street",978620
E,Hazelnut,73,3.83,Ap #448-1086 Fusce Av.,1719
E,Key Lime,84,2.81,9896 Malesuada Road,05-400
E,Cherry,110,1.33,836-9333 Luctus Ave,20211
E,Fenugreek,149,8.29,"P.O. Box 388, 1296 Mauris Rd.",829393
E,Orange Pineapple,165,8.27,3079 Sit St.,9298
E,Pink Lemonade,102,7.99,"148 Eget, Road",926860
E,Melon,36,2.11,5388 Lorem Rd.,9210
E,Butterscotch,136,4.53,Ap #261-7442 Nullam Road,10739
E,Cotton Candy,186,1.59,Ap #272-5089 Hendrerit Av.,0557 HO
E,Bourbon,84,5.73,Ap #181-8745 Luctus St.,29602
E,Candy Corn,180,9.48,Ap #855-9090 Enim. Street,02261
E,Black Cherry,154,2.05,412-6587 Mollis. St.,84-475
E,Almond,116,9.40,"P.O. Box 375, 3296 At, St.",VD71 5HH
E,Cinnamon Roll,18,9.06,Ap #732-7475 Aliquam Street,43447
E,Cranberry,95,2.79,Ap #154-5329 Nisi Avenue,5051
E,Orange,50,2.77,126-8450 Metus Av.,Y5T 6M1
E,Coffee,121,4.57,"Ap #936-8317 Montes, Av.",42-794
E,Mixed Berry,74,0.33,"Ap #665-8494 Ac, St.",985872
E,Black Cherry,158,0.25,8425 Nunc Road,SY4 1GT
E,Mango,190,1.40,"2375 Nec, Avenue",29390
E,Butter Almond,161,2.78,Ap #188-2434 Sagittis Rd.,2665
E,Toasted Coconut,117,5.06,Ap #297-2740 Aliquam Street,LF81 1ZB
E,Chocolate,173,8.07,245-4946 Velit Road,20241
E,Pecan,112,3.02,107-5773 Curae; St.,6158
E,Lemonade,185,4.61,5695 Purus. St.,75062
E,Cranberry,31,7.87,"P.O. Box 119, 9263 Sed Rd.",662479
E,Butter,43,5.68,Ap #186-3978 Phasellus Rd.,11954
E,Chocolate,32,7.75,"P.O. Box 573, 2683 Congue. Ave",1690
E,Punch,102,1.35,"449-2421 Nec, Av.",43790
E,Huckleberry,161,8.50,480-5013 Quam. Road,2531
E,Wintergreen,79,6.35,"P.O. Box 398, 6936 Tempus St.",98-460
E,Pineapple,165,4.36,102-2535 Morbi Avenue,90578
E,Almond,97,0.06,9395 Nisi. Street,57401
E,Mocha,68,0.09,283-3174 Fermentum Av.,66289-471
E,Kettle Corn,106,6.05,5220 Augue St.,65260
E,Cream Soda,28,0.41,"P.O. Box 870, 7081 Elit Ave",65732
E,Anise,80,5.23,8921 Scelerisque Street,3600 FX
E,Butter Rum,162,7.09,7566 Cras Rd.,7696
E,Long Island Tea,195,8.76,806-1641 Ligula. Av.,6386
E,Apple,163,5.62,8952 Sit Av.,04980
E,Watermelon,145,6.71,3819 Pellentesque Road,09871
E,Lemonade,145,8.58,271-9059 At Rd.,40305
E,Passion Fruit,78,3.85,Ap #214-4486 Tristique Rd.,57422-816
E,Wintergreen,26,2.11,247-7484 Nullam Avenue,15904
E,Whipped Cream,126,8.12,Ap #137-1712 Arcu Avenue,736590
E,Acai Berry,182,0.56,344-8558 Neque St.,61764
E,Orange Mandarin,182,2.02,"P.O. Box 619, 3490 At Rd.",51604-589
E,Bubble Gum,134,2.98,Ap #485-3719 Magna. Rd.,26496-281
E,Lemon,165,3.19,732-4000 Mauris. Rd.,N3A 7M0
E,Eucalyptus,15,7.08,"P.O. Box 115, 4326 Ut Av.",10605
E,Pear,159,3.44,Ap #828-1656 Et St.,503405
E,Cinnamon Roll,42,4.91,Ap #683-4456 Hendrerit. Road,M6Z 8K1
E,Black Walnut,173,1.77,9694 Odio St.,65032
E,Graham Cracker,172,6.61,"P.O. Box 384, 6499 Eu, Avenue",7520
E,Butter Toffee,27,6.65,Ap #409-6817 Ultrices. Rd.,4378
E,Gingersnap,55,2.12,3164 Proin St.,5436 PD
E,Cola,155,8.01,Ap #300-3615 Mauris. St.,5145
E,Candy Corn,125,4.75,"P.O. Box 781, 3278 Ut, Rd.",9262
E,Hazelnut,145,1.45,"P.O. Box 263, 4557 Laoreet Rd.",6879
E,Cranberry,121,8.40,318-6624 Fringilla Road,45762
E,Pineapple,12,6.06,"6495 Lectus, Rd.",620400
E,Lime,54,2.40,"P.O. Box 777, 4384 Magna Ave",21077
E,Pina Colada,134,5.78,585-2257 Vestibulum Avenue,47408
E,Melon Kiwi,196,3.66,4066 Integer Ave,3811 YB
E,Cola,55,9.92,"P.O. Box 209, 3173 Tempor Street",26-459
E,Butter Pecan,177,5.70,115-2623 Dui St.,697389
E,Lemonade,88,3.66,"P.O. Box 316, 4896 Cras Avenue",4632
E,Butter,25,7.86,Ap #955-4370 Elementum Av.,32-990
E,Butter Rum,14,4.30,894-1548 Ipsum Road,7268
E,Butter Pecan,104,0.65,635-7304 Est Rd.,56519
E,Mocha,131,9.14,4147 Et Av.,053489
E,Orange Mango,102,3.15,Ap #391-2217 At Rd.,8835
E,Sarsaparilla,60,2.60,"Ap #262-5147 Non, Ave",48-426
E,Wild Cherry Cream,171,4.45,"P.O. Box 400, 4881 Sociis Rd.",753233
E,Macadamia Nut,57,9.90,569 Dolor Ave,98542
E,Melon Kiwi,174,0.50,7084 Diam. Ave,5730
E,Ginger Lime,155,1.32,6329 Justo Rd.,8418
E,Whipped Cream,39,2.30,"P.O. Box 523, 4804 Gravida Rd.",17901
E,Coconut,65,1.30,Ap #672-6709 Nunc Road,2501 MH
E,Orange Brandy,107,1.70,9371 Suscipit Ave,590191
E,Pecan,200,8.87,Ap #948-5608 Magnis St.,56087
E,Doughnut,182,3.18,956-7780 Tristique Av.,6201
E,Tropical Punch,142,4.82,"P.O. Box 154, 1716 Tellus St.",6692 GG
E,Key Lime,188,2.30,Ap #386-2178 Augue Avenue,9555
E,Huckleberry,53,8.94,188-3228 Lobortis St.,292658
E,Flan,175,8.73,938-6277 Mi Ave,36402
E,Mango Orange Pineapple,175,5.32,Ap #590-6177 Ipsum St.,5483
E,Wintergreen,141,2.19,"Ap #910-4206 Tellus, Rd.",096252
E,Doughnut,114,8.78,4181 Lectus. St.,50717
E,Blueberry,48,8.77,157-7141 Tincidunt. Road,76550
E,Toffee,129,8.03,"P.O. Box 340, 6874 Auctor Street",84183
E,Pumpkin Pie,168,0.64,484-2736 Erat Av.,5991
E,Creme de Menthe,21,7.44,Ap #865-3325 Vel Rd.,258844
E,Sour,121,4.42,"P.O. Box 985, 8863 Phasellus Av.",74202
E,Anise,193,0.87,"P.O. Box 117, 8656 Tortor Rd.",69-783
E,Kettle Corn,116,3.74,3391 Nec St.,OB5 3LJ
E,Mango,14,0.43,"P.O. Box 977, 339 Malesuada Rd.",30621
E,Wild Cherry Cream,145,1.23,"P.O. Box 305, 8664 Turpis Rd.",72434
E,Black Licorice,130,8.35,607-897 Et Street,A39 2RL
E,Caramel Cream,51,1.32,5111 Aliquet St.,5262
E,Lemon,93,5.78,Ap #796-6863 Nulla Avenue,7648
E,Cinnamon,180,8.13,Ap #127-5265 Est Rd.,AF77 3KH
E,Cream Soda,48,8.98,889 Suspendisse St.,386399
E,Spearmint,156,1.99,8659 Tellus Street,7636
E,Rock and Rye,109,8.16,"Ap #775-7868 Suscipit, Street",44120
E,Fuzzy Navel,58,6.00,4067 Elit Rd.,H7X 2L6
E,Mango Orange Pineapple,101,9.71,"P.O. Box 480, 6815 Vel, Road",67572
E,Elderberry,121,9.74,"P.O. Box 603, 2576 Id Street",61906
E,Quinine,132,3.19,"P.O. Box 560, 3381 Ridiculus St.",44794
E,Peanut,61,8.17,Ap #385-495 Suspendisse St.,114261
E,Cheesecake,72,3.65,"P.O. Box 352, 5437 Montes, Ave",20252
E,Irish Cream,121,6.42,"P.O. Box 337, 2097 Phasellus Av.",R7 9HU
E,Cream Soda,89,8.67,9277 Cursus Road,5955 KN
E,Fuzzy Navel,161,6.36,9498 Nisi St.,4673
E,Cheesecake,27,1.87,"465-3177 In, St.",921697
E,Peanut,41,2.59,Ap #598-6067 Hendrerit. Rd.,457427
E,Grape,35,7.23,934-5586 Tincidunt Rd.,87700
E,Sour,24,4.12,Ap #371-8023 Eu Rd.,7160
E,White Chocolate,196,0.72,"P.O. Box 129, 7692 Proin Av.",7549
E,Tangerine,51,7.70,"P.O. Box 579, 6007 Ante. Road",7858
E,Grand Mariner,89,3.59,Ap #567-7347 Odio Rd.,5361
E,Lemon Bar,147,8.57,"P.O. Box 303, 2577 Aenean St.",40-643
E,Wild Cherry Cream,189,8.85,"P.O. Box 480, 7940 Etiam Road",6258 YT
E,Orange Brandy,50,2.55,"P.O. Box 730, 8356 Malesuada Avenue",66-395
E,Pineapple,166,5.88,2731 Malesuada Street,08059
E,Marshmallow,34,2.38,Ap #861-9051 Non Av.,G6A 0E6
E,Grape,113,7.75,1840 Ligula. St.,6060
E,Blackberry,160,5.35,672 A Ave,KS6 8ZC
E,Tutti Frutti,89,9.55,"P.O. Box 266, 7627 In Ave",6760 QH
E,Melon Kiwi,39,6.44,"P.O. Box 236, 6468 Dapibus Avenue",70419
E,Black Licorice,184,5.19,Ap #815-911 Posuere Road,K8L 9G4
E,Plantation Punch,113,4.83,Ap #247-6589 Nec Ave,49-776
E,Almond,164,2.11,6033 Egestas Avenue,45125
E,Banana,25,8.17,328-9715 Diam Avenue,568646
E,Black Walnut,74,5.56,"191-6712 Ornare, Avenue",68-263
E,Grapefruit,137,4.49,967-456 Donec Av.,86878
E,Black Walnut,164,9.23,Ap #795-4009 Ipsum Street,W60 1DF
E,Maple,78,5.75,577-9037 Curabitur Road,762635
E,Grape,167,3.76,Ap #758-8169 In Street,94062
E,Bavarian Cream,159,4.53,Ap #998-4299 Semper Street,N26 2VU
E,Fenugreek,49,6.71,"P.O. Box 227, 2555 Massa. Road",391257
E,Flan,52,7.62,Ap #739-8383 Vestibulum Street,39-909
E,Candy Corn,174,5.08,"P.O. Box 141, 6473 Nisi St.",828263
E,Plum,99,2.79,230-6119 Arcu. Rd.,5748
E,Pistachio,180,1.95,Ap #644-7559 Duis Road,02908-963
E,Maple,58,1.17,"Ap #461-5719 Montes, Rd.",99349
E,Caramel,140,4.85,"P.O. Box 372, 6555 Rutrum, Ave",354292
E,Chocolate Mint,13,9.73,822-7103 Dolor. Av.,823339
E,Tequila,91,3.79,968-1000 Lorem Rd.,74407
E,Apricot,40,0.93,"P.O. Box 321, 5334 Tincidunt, Ave",6093
E,Tonic,68,1.36,"P.O. Box 795, 496 Egestas Ave",704567
E,Butter Almond,63,5.24,1801 Magnis St.,5952
E,Strawberry Kiwi,51,3.71,203-8218 Molestie Road,50204
E,Smoke,29,0.40,Ap #310-3620 Fringilla Rd.,3376
E,Lemonade,52,5.23,925-9879 Non Rd.,48901
E,Smoke,174,2.23,965 Magnis Road,41044
E,Quinine,35,7.63,441-3559 Turpis Avenue,E9L 1E4
E,Margarita,85,1.25,5048 Nunc Av.,KR5 1BV
E,Pear,80,0.00,977-9202 Nec Rd.,74753
E,Macadamia Nut,198,6.93,Ap #285-691 Ultrices. Road,210021
E,Toffee,100,8.60,Ap #366-7965 Sem Road,82-469
E,Coffee,177,5.37,2301 Sed Street,61311
E,Pomegranate,57,2.70,154-4039 Tristique Ave,56382
E,Sarsaparilla,152,8.98,4345 Non Avenue,J6X 1J9
E,Orange Mandarin,160,0.06,607-7126 Placerat. St.,95270
E,Long Island Tea,157,1.23,2685 Nisi Av.,K8 9JS
E,Lemon Lime,85,7.35,Ap #883-1163 Aliquet Rd.,TQ1I 4HS
E,Elderberry,174,6.15,"P.O. Box 982, 7588 Fermentum Avenue",41503
E,Eucalyptus,111,6.94,"P.O. Box 760, 5356 Commodo Rd.",956698
E,Lemon Lime,190,3.86,468-6203 Pharetra. Ave,581542
E,Lemon,68,4.83,Ap #779-3266 Maecenas Rd.,394980
E,Black Currant,102,6.85,"P.O. Box 600, 3438 Gravida. Av.",20593
E,Grapefruit,30,9.93,"P.O. Box 186, 5343 Aliquet St.",43428
E,Mint,200,8.13,6395 Tristique Av.,05063
E,Passion Fruit,15,3.58,Ap #455-5904 Luctus Ave,41396
E,Sarsaparilla,75,0.83,"P.O. Box 263, 2134 Tempor Rd.",91181
E,Maple,31,5.06,"P.O. Box 594, 111 Duis Ave",20715
E,Plum,165,2.61,4009 A Road,9326 KE
E,Birch Beer,101,3.00,Ap #395-4757 Volutpat. Rd.,A7V 9TJ
E,Honey,198,9.83,583-4703 Tincidunt Av.,S5Z 6N4
E,Blackberry,14,3.22,8667 Iaculis Av.,7732
E,Marshmallow,147,7.60,Ap #400-6376 Enim. Ave,10809
E,Long Island Tea,180,9.65,413 Risus. Avenue,4236
E,Berry Cola,126,2.53,"P.O. Box 951, 6929 Et Street",752849
E,Tropical Punch,127,5.97,233-8063 Quisque St.,7681 BR
E,Creme de Menthe,177,5.14,"433-6981 Placerat, Ave",PL37 3BX
